question,ground_truth,contexts,answer,context_precision,answer_relevancy,faithfulness,context_recall
What types of desserts does Cukrářství Martinák offer?,"Cukrářství Martinák offers a mix of traditional European desserts including Portuguese pastéis de nata, French canelés, and Czech věneček, as well as unique sweet and salty desserts.","['Discover the sweetest things from Europe thanks to Portuguese pastéis de nata and French canelés. Or stay in the Czech Republic and enjoy the unique věneček. A modern interpretation of flawless recipes from interwar bakers made of premium ingredients. Looking to please your taste buds? Come and taste their legendary sweet liquor whips, currant krembos or simply amazing, fresh ice cream. Now with some hot new additions for lovers of salty desserts as well!\nVeveří 14, Brno, Czech Republic\nCukrářství Martinák: A Modern Twist on Traditional Desserts\nCukrářství Martinák is a pastry shop offering a mix of traditional European desserts including Portuguese pastéis de nata, French canelés, and Czech věneček. It provides a modern twist on recipes from interwar bakers using premium ingredients. The shop also caters to lovers of both sweet and salty desserts with its range of unique offerings.; url: https://www.gotobrno.cz/wp-content/uploads/2023/10/GB23_pruvodce-A6_EN_dvoustrany_web.pdf', 'A modern twist on traditions. A modern interpretation of flawless recipes from interwar bakers made of premium ingredients. Looking to please your taste buds? Come and taste their legendary sweet liquor whips, currant krembos or simply amazing, fresh ice cream. Now with some hot new additions for lovers of salty desserts as well!\nVeveří 14\nCukrářství Martinák\nCukrářství Martinák offers a modern twist on traditional European pastries and desserts, with a focus on high-quality ingredients and unique flavors. In addition to sweet treats, they also offer new additions for lovers of salty desserts.; url: https://www.cukrarstvimartinak.cz']","Cukrářství Martinák offers a variety of desserts, including Portuguese pastéis de nata, French canelés, Czech věneček, sweet liquor whips, currant krembos, and fresh ice cream. They also offer new additions for lovers of salty desserts.",0.0,0.9307965980760491,1.0,0.0
What is the specialty of Kobliha Brno?,Doughnuts with monthly changing flavors and premium coffee.,"['Brno Exhibition Centre is among the largest exhibition centres in Europe. The complex opened in 1928 and established the tradition of large exhibitions and trade fairs held in Brno.\nBrno, Czech Republic\nBrno Exhibition Centre\nBrno Exhibition Centre, opened in 1928, stands among the largest exhibition centers in Europe and is known for hosting major trade fairs and exhibitions.; url: https://en.wikipedia.org/wiki/Brno']","Kobliha Brno is a well-known brewery in the city of Brno, Czech Republic. It is famous for its specialty beers and has been brewing beer since 1874.",0.2519999999048,0.9372000000000008,1.0,1.0
What type of products does Mlsná Holka Confectionery offer?,"Mlsná holka is a cosy confectionery located in the centre of Brno, known for its friendly staff who are always ready to recommend the best from their wide selection. Originally starting as a small shop selling doughnuts, it has now expanded into a full-range confectionary offering not just doughnuts but also macarons and other authentic desserts. Additionally, it serves premium coffee sourced from the local Fiftybeans coffee roasters.","['Mlsná holka is a cosy confectionery located in the centre of Brno, known for its friendly staff who are always ready to recommend the best from their wide selection. Originally starting as a small shop selling doughnuts, it has now expanded into a full-range confectionary offering not just doughnuts but also macarons and other authentic desserts. Additionally, it serves premium coffee sourced from the local Fiftybeans coffee roasters.\nPoštovská 1\nMlsná Holka Confectionery\nMlsná holka is a confectionery in Brno known for its cozy atmosphere and wide variety of desserts including doughnuts and macarons. It originally started as a doughnut shop and has since expanded. The confectionery also offers premium coffee from local roasters Fiftybeans.; url: https://www.gotobrno.cz/wp-content/uploads/2023/10/GB23_pruvodce-A6_EN_dvoustrany_web.pdf', 'A cosy confectionery in the centre of Brno with friendly staff to recommend the best from their wide offering. First a small shop selling doughnuts, now a real confectionary. A place where you can enjoy doughnuts as well as macarons and other authentic desserts. And it even serves premium coffee from the local Fiftybeans coffee roasters.\nPoštovská 1\nMlsná holka\nMlsná holka is a cosy confectionery in the center of Brno, offering a wide variety of authentic desserts, including doughnuts and macarons. They also serve premium coffee from the local Fiftybeans coffee roasters. The business started as a small shop selling doughnuts and has now expanded into a confectionery.; url: https://www.gotobrno.cz/wp-content/uploads/2023/10/GB23_pruvodce-A6_EN_dvoustrany_web.pdf']","Mlsná Holka Confectionery offers doughnuts, macarons and other authentic desserts.",0.4548444444292828,0.9281165154247216,0.5,0.25
"What is Sorry, pečeme jinak known for?",unique and delightful cakes,"[{'title': 'Sorry, Pečeme Jinak - Originální dorty, svatební dorty a kavárna', 'href': 'https://www.sorry-jinak.cz/', 'body': 'Naši milí, vítejte na stránkách Sorry, pečeme jinak! Nyní si můžete naše bláznivé, originální dorty, pralinky a jiné dobroty objednávat snadno a přes ...'}, {'title': 'SORRY - PEČEME JINAK | Brno - Facebook', 'href': 'https://www.facebook.com/divackasarka/', 'body': 'SORRY - PEČEME JINAK, Brno, Czech Republic. 40,359 likes · 46 talking about this · 3,188 were here. Cukrárna/kavárna MECHOVÝ DORT ORIGINÁL - AUTHOR OF...'}, {'title': 'SORRY - PEČEME JINAK | Brno - Facebook', 'href': 'https://cs-cz.facebook.com/divackasarka/', 'body': 'SORRY - PEČEME JINAK, Brno. 40 402 To se mi líbí · Mluví o tom (3 221) · Byli tady (3 197). Cukrárna/kavárna MECHOVÝ DORT ORIGINÁL - AUTHOR OF MOSS CAKE...'}, {'title': 'SORRY - PECEME JINAK, Brno - Restaurant Reviews, Photos ... - Tripadvisor', 'href': 'https://www.tripadvisor.com/Restaurant_Review-g274714-d13132415-Reviews-SORRY_Peceme_Jinak-Brno_South_Moravian_Region_Moravia.html', 'body': 'SORRY - Peceme Jinak. Claimed. Review. Share. 44 reviews #4 of 31 Desserts in Brno $$ - $$$ Dessert Cafe European. Křídlovická 1, Brno 60300 Czech Republic +420 775 493 030 Website + Add hours Improve this listing. See all (76)'}, {'title': 'Sorry, pečeme jinak | Go To Brno', 'href': 'https://www.gotobrno.cz/en/taste-brno/sorry-peceme-jinak/', 'body': '©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation'}]","Sorry, pečeme jinak is known for their original cakes and pastries, as well as their cozy café atmosphere.",0.42839999997857997,0.9369767216792599,1.0,0.0
What is the name of the café and confectionary located in a historic functionalist building in Brno?,"Zemanova cukrárna a kavárna, located in a historic functionalist building in Brno, has been in operation since 1937.","[""A brewed oasis in the heart of Brno where they really know their coffee. One of the first cafés in Brno to work with premium coffee now has its own roasting place, bakes its own desserts, and has beautiful outdoor seating in a courtyard. Thanks to its wide range of coffee, everyone can find something to suit their palate and even learn about the coffee's origins. There are 4 Mitte cafés in Brno.\nPanská 7\nMitte Panská Café\nMitte Panská Café is a popular coffee shop in the heart of Brno known for its premium coffee, own roasting place, and delicious desserts. With beautiful outdoor seating, it offers a wide range of coffees and a chance to learn about the coffee's origins. There are 4 Mitte cafés in Brno.; url: mitte.cz"", 'If you’re coming to Brno to satisfy your craving for shopping, make sure to set aside enough time for your adventures in shops. This Moravian metropolis offers countless options for shopping and real shopaholics won’t want to miss out on any of it. An absolute must is a visit to Vegetable Market, that marketplace full of fruit, vegetables, and flowers with a history stretching back to the Middle Ages. But if you’re in Brno during Advent, you won’t find fresh food there. Instead, you’ll get the chance to experience the Brno legend Turbomošt and a rich cultural programme at the Christmas markets. But there are even more Brno markets, including regular flea markets and fashion markets. Don’t despair if such events don’t line up with your visit – Brno also has showrooms with original fashion and dusty second-hand shops with gems on every corner. And you can’t leave Brno without souvenirs! You’ll find the most stylish ones at the TO JE Brno information centre. Not feeling up for a shopping walk through the city? Just choose one of Brno’s shopping centres and spend your time there – get inspired by our tips.\n\nShopping\nGuide to shopping experiences in Brno, including markets, fashion, and souvenirs.; url: https://www.gotobrno.cz/wp-content/uploads/2023/03/doBrna_EN_2023-web.pdf']","Mitte Panská Café is a popular coffee shop in the heart of Brno known for its premium coffee, own roasting place, and delicious desserts. With beautiful outdoor seating, it offers a wide range of coffees and a chance to learn about the coffee's origins.",0.9519999999523999,0.8363472810895046,1.0,0.0
Where is Buchta C Café located?,"A younger sister of Buchta B café, this is Zelný trh 10 a small espresso bar hidden in the courtyard at the Vegetable Market. Enjoy its outdoor seating in one of the biggest vertical gardens in the whole country, open year-round.","['A younger sister of Buchta B café, this is Zelný trh 10 a small espresso bar hidden in the courtyard at the Vegetable Market. Enjoy its outdoor seating in one of the biggest vertical gardens in the whole country, open year-round. Sweet delicacies are brought here every day from Buchta B to complement their premium coffee from various Czech and European roasting places, or a glass of natural wine made for you by Moravian winemakers. Zelný trh 10 FB: Buchta C\nZelný trh 10\nBuchta C\nBuchta C at Zelný trh 10 is a small espresso bar and the younger sister of Buchta B café. It is located in the courtyard at the Vegetable Market and offers outdoor seating in one of the largest vertical gardens in the country, open year-round. It serves sweet delicacies from Buchta B along with premium coffee and natural wine from Moravian winemakers.; url: https://www.gotobrno.cz/wp-content/uploads/2023/10/GB23_pruvodce-A6_EN_dvoustrany_web.pdf', 'A younger sister of Buchta B café, this is Zelný trh 10 a small espresso bar hidden in the courtyard at the Vegetable Market. Enjoy its outdoor seating in one of the biggest vertical gardens in the whole country, open year-round. Sweet delicacies are brought here every day from Buchta B to complement their premium coffee from various Czech and European roasting places, or a glass of natural wine made for you by Moravian winemakers.\nZelný trh 10, Brno, Czech Republic\nBuchta C Café at the Vegetable Market\nBuchta C is a quaint espresso bar located at Zelný trh 10, within a large vertical garden at the Vegetable Market in Brno. It offers an assortment of sweet delicacies sourced daily from its sister café, Buchta B, along with a selection of premium coffees and natural wines from Moravian winemakers. The café is notable for its unique location and its commitment to high-quality, locally sourced products.; url: https://www.gotobrno.cz/wp-content/uploads/2023/10/GB23_pruvodce-A6_EN_dvoustrany_web.pdf']","Buchta C Café is located in the courtyard at the Vegetable Market, Zelný trh 10, Brno, Czech Republic.",0.9519999999682667,0.9372,1.0,0.0
What is the address of Café Momenta in Brno?,"Zelný trh 2, Brno, Czech Republic","[""A brewed oasis in the heart of Brno where they really know their coffee. One of the first cafés in Brno to work with premium coffee now has its own roasting place, bakes its own desserts, and has beautiful outdoor seating in a courtyard. Thanks to its wide range of coffee, everyone can find something to suit their palate and even learn about the coffee's origins. There are 4 Mitte cafés in Brno.\nPanská 7\nMitte Panská Café\nMitte Panská Café is a popular coffee shop in the heart of Brno known for its premium coffee, own roasting place, and delicious desserts. With beautiful outdoor seating, it offers a wide range of coffees and a chance to learn about the coffee's origins. There are 4 Mitte cafés in Brno.; url: mitte.cz"", 'If you’re coming to Brno to satisfy your craving for shopping, make sure to set aside enough time for your adventures in shops. This Moravian metropolis offers countless options for shopping and real shopaholics won’t want to miss out on any of it. An absolute must is a visit to Vegetable Market, that marketplace full of fruit, vegetables, and flowers with a history stretching back to the Middle Ages. But if you’re in Brno during Advent, you won’t find fresh food there. Instead, you’ll get the chance to experience the Brno legend Turbomošt and a rich cultural programme at the Christmas markets. But there are even more Brno markets, including regular flea markets and fashion markets. Don’t despair if such events don’t line up with your visit – Brno also has showrooms with original fashion and dusty second-hand shops with gems on every corner. And you can’t leave Brno without souvenirs! You’ll find the most stylish ones at the TO JE Brno information centre. Not feeling up for a shopping walk through the city? Just choose one of Brno’s shopping centres and spend your time there – get inspired by our tips.\n\nShopping\nGuide to shopping experiences in Brno, including markets, fashion, and souvenirs.; url: https://www.gotobrno.cz/wp-content/uploads/2023/03/doBrna_EN_2023-web.pdf']",The address of Café Momenta in Brno is Panská 7.,0.6465666666505024,0.9202766084048624,1.0,1.0
What is the atmosphere of Café Placzek?,It enjoys an interwar ambiance and a fantastic view of the Church of Saint Johns.,"['A place to meet up any time of day. From Minoritská 4 a cup of coffee in the morning made from beans from top-quality roasters, alongside home-baked desserts and authentic brunches made with fresh ingredients to mixed drinks or a glass of good wine from local winemakers in the evening. All in a place with an interwar atmosphere and a superb view of the Church of Saint Johns in the very heart of Brno. Minoritská 4 cafeplaczek.cz\nMinoritská 4\nCafé Placzek\nCafé Placzek is a stylish location in the heart of Brno, offering coffee, home-baked desserts, authentic brunches, and mixed drinks or wine in the evening. It provides an interwar atmosphere and a view of the Church of Saint Johns. You can visit any time of day for a relaxing experience.; url: cafeplaczek.cz']","Café Placzek is a stylish location in the heart of Brno, offering coffee, home-baked desserts, authentic brunches, and mixed drinks or wine in the evening. It provides an interwar atmosphere and a view of the Church of Saint Johns. You can visit any time of day for a relaxing experience.",0.8448999999788774,0.9214757967960812,1.0,0.0
Suggest family-friendly café located in the heart of Brno.,"Jazzová kavárna Podobrazy is a family-friendly café located in the heart of Brno. It offers premium coffee, cocktails, and locally made mini desserts in a vibrant atmosphere.","[""A brewed oasis in the heart of Brno where they really know their coffee. One of the first cafés in Brno to work with premium coffee now has its own roasting place, bakes its own desserts, and has beautiful outdoor seating in a courtyard. Thanks to its wide range of coffee, everyone can find something to suit their palate and even learn about the coffee's origins. There are 4 Mitte cafés in Brno.\nPanská 7\nMitte Panská Café\nMitte Panská Café is a popular coffee shop in the heart of Brno known for its premium coffee, own roasting place, and delicious desserts. With beautiful outdoor seating, it offers a wide range of coffees and a chance to learn about the coffee's origins. There are 4 Mitte cafés in Brno.; url: mitte.cz""]","A brewed oasis in the heart of Brno where they really know their coffee. One of the first cafés in Brno to work with premium coffee now has its own roasting place, bakes its own desserts, and has beautiful outdoor seating in a courtyard. Thanks to its wide range of coffee, everyone can find something to suit their palate and even learn about the coffee's origins. There are 4 Mitte cafés in Brno.",0.9519999999048,0.7841679471531686,0.8,0.0
Is it possible to sit outside in Kafe Friedrich?,"It provides a minimalist, semi-outdoor seating area for a relaxing coffee experience. During summer, the café provides seating by its window or on a bench outside, allowing patrons to enjoy moments of sweet laziness.","['Kafe Friedrich offers a perfect cup of coffee served by the nicest staff. This minimalist, living-room-sized café primarily uses local ingredients for its food and sweets, with the notable exception of their premium coffee which is sourced globally. During summer, the café provides seating by its window or on a bench outside, allowing patrons to enjoy moments of sweet laziness.\nSmetanova 45\nKafe Friedrich: A Cozy Spot for Premium Coffee in Brno\nKafe Friedrich is a cozy café in Brno known for its premium coffee and local ingredients. It provides a minimalist, semi-outdoor seating area for a relaxing coffee experience. The café is celebrated for its friendly staff and inviting atmosphere.; url: https://www.gotobrno.cz/wp-content/uploads/2023/10/GB23_pruvodce-A6_EN_dvoustrany_web.pdf', 'A minimalist, living-room-sized caf? which prepares all the food and sweets using ingredients that aren?t from the other side of the planet, with the exception of their premium coffee, which will show the other ingredients the wonderful ways of the world. In summer, you can sit down in its window or on a bench and enjoy a moment of sweet laziness.\nSmetanova 45\nKafe Friedrich\nKafe Friedrich serves a perfect cup of coffee and offers food and sweets made with locally-sourced ingredients. It is a minimalist, living-room-sized caf? where you can enjoy a moment of relaxation in the summer. Premium coffee is the highlight of the menu.; url: kafefriedrich.cz']","Yes, it is possible to sit outside in Kafe Friedrich during summer.",0.9519999999523999,0.9202982483907511,1.0,1.0
What is unique about Kafe v rozkladu in Brno?,"It combines traditional flavors with modern twists and offers a unique dining experience with specialties like 'brinner', a breakfast served with an evening twist.","[{'title': 'KAFE V ROZKLADU, Brno - Updated 2024 Restaurant Reviews ... - Tripadvisor', 'href': 'https://www.tripadvisor.co.uk/Restaurant_Review-g274714-d19425867-Reviews-Kafe_v_rozkladu-Brno_South_Moravian_Region_Moravia.html', 'body': 'Save. Share. 18 reviews #54 of 87 Coffee & Tea in Brno ££ - £££. Veselá 172/6, Brno 60200 Czech Republic +420 604 320 927 Website. Closes in 36 min: See all hours. Improve this listing. See all (18) RATINGS.'}, {'title': 'Kafe v rozkladu | Go To Brno', 'href': 'https://www.gotobrno.cz/en/taste-brno/kafe-v-rozkladu/', 'body': 'Tell your friends about Kafe v rozkladu! Share on Facebook Taste some more ... TIC Brno. The Tourist Information Centre of Brno P.O. This website is administered by ©TIC BRNO, a public-benefit corporation Radnická 2, 602 00 Brno, Czech Republic Tel.: +420 542 427 150 | E-mail: info@ticbrno.cz TIC BRNO is a public-benefit corporation and is ...'}, {'title': 'Kafe v rozkladu cafe, Brno - Restaurant reviews', 'href': 'https://restaurantguru.com/Kafe-V-Rozkladu-Brno', 'body': 'Kafe v rozkladu. Kafe v rozkladu is pretty near Namesti Svobody. Most visitors of this cafe say that tasty bagels are served here. Try delicious espresso or great cappuccino. The competent staff meets you at Kafe v rozkladu all year round. Cool service is something clients agree upon here. You will appreciate the fancy decor and cozy atmosphere ...'}, {'title': 'Great food and coffee - Kafe v rozkladu - Tripadvisor', 'href': 'https://www.tripadvisor.com/ShowUserReviews-g274714-d19425867-r752906251-Kafe_v_rozkladu-Brno_South_Moravian_Region_Moravia.html', 'body': 'Review of Kafe v rozkladu. 18 photos. Kafe v rozkladu. Vesela 172/6, Brno 60200, Czech Republic. +420 604 320 927. Website. Improve this listing. Ranked #50 of 106 Coffee & Tea in Brno. 16 Reviews.'}, {'title': 'Kafe v rozkladu | Brno - Facebook', 'href': 'https://www.facebook.com/kafevrozkladu/', 'body': 'Kafe v rozkladu, Brno, Czech Republic. 2,454 likes · 17 talking about this · 626 were here. V srdci Brna vzniká něco nového Výběrová káva Snídaně Víkendové brunche Dom'}]","What is unique about Kafe v rozkladu in Brno? The cafe is pretty near Namesti Svobody and most visitors agree that tasty bagels are served here. It's also known for its great coffee, espresso or cappuccino, and the fancy decor and cozy atmosphere.",0.42839999997857997,0.9116462627070289,1.0,0.0
What is Mitte Panská known for?,"Mitte Panská is one of the pioneering cafés in Brno known for working with premium coffee. It features its own roasting facility, bakes its own desserts, and offers beautiful outdoor seating. The café offers a diverse range of coffee flavors and educates visitors about the origins of their coffee.","[""A brewed oasis in the heart of Brno where they really know their coffee. One of the first cafés in Brno to work with premium coffee now has its own roasting place, bakes its own desserts, and has beautiful outdoor seating in a courtyard. Thanks to its wide range of coffee, everyone can find something to suit their palate and even learn about the coffee's origins. There are 4 Mitte cafés in Brno.\nPanská 7\nMitte Panská Café\nMitte Panská Café is a popular coffee shop in the heart of Brno known for its premium coffee, own roasting place, and delicious desserts. With beautiful outdoor seating, it offers a wide range of coffees and a chance to learn about the coffee's origins. There are 4 Mitte cafés in Brno.; url: mitte.cz""]","Mitte Panská is known for its premium coffee, own roasting place, and delicious desserts.",0.9519999999048,0.9371999999999993,1.0,1.0
What type of coffee experience does Punkt Café offer?,A Berlin-inspired coffee experience with a selection of espresso and filtered coffees from premium Czech and foreign beans.,"['Kafe Friedrich offers a perfect cup of coffee served by the nicest staff. This minimalist, living-room-sized café primarily uses local ingredients for its food and sweets, with the notable exception of their premium coffee which is sourced globally. During summer, the café provides seating by its window or on a bench outside, allowing patrons to enjoy moments of sweet laziness.\nSmetanova 45\nKafe Friedrich: A Cozy Spot for Premium Coffee in Brno\nKafe Friedrich is a cozy café in Brno known for its premium coffee and local ingredients. It provides a minimalist, semi-outdoor seating area for a relaxing coffee experience. The café is celebrated for its friendly staff and inviting atmosphere.; url: https://www.gotobrno.cz/wp-content/uploads/2023/10/GB23_pruvodce-A6_EN_dvoustrany_web.pdf']",Punkt Café offers a coffee experience focused on specialty coffee drinks. It is a popular spot for those who appreciate high-quality brews.,0.19039999998096,0.8617952281072505,0.0,0.0
